# participant_id, threatcond, gain_value, lose_value, time, Gamble?, group
43,threat,34,10,1541,y,healthy
43,threat,24,20,1996,n,healthy
43,threat,40,14,1976,y,healthy
43,threat,24,18,1367,n,healthy
43,threat,32,11,1160,y,healthy
43,threat,12,8,1148,y,healthy
43,threat,34,20,1652,n,healthy
43,threat,26,18,1145,n,healthy
43,threat,18,16,1529,n,healthy
43,threat,12,12,1377,y,healthy
43,threat,16,12,1394,n,healthy
43,threat,16,17,766,n,healthy
43,threat,36,10,927,n,healthy
43,threat,20,16,1270,n,healthy
43,threat,40,13,1402,y,healthy
43,threat,14,11,1690,n,healthy
43,threat,32,7,722,n,healthy
43,threat,34,17,1289,n,healthy
43,threat,14,7,1458,y,healthy
43,threat,22,18,998,n,healthy
43,threat,30,18,895,n,healthy
43,threat,30,6,1635,n,healthy
43,threat,30,17,995,n,healthy
43,threat,10,11,1483,y,healthy
43,threat,14,6,1403,n,healthy
43,threat,28,16,871,y,healthy
43,threat,18,5,1536,y,healthy
43,threat,34,19,888,y,healthy
43,threat,24,17,1192,n,healthy
43,threat,16,6,1455,y,healthy
43,threat,38,16,1440,n,healthy
43,threat,32,20,1223,n,healthy
43,threat,32,5,1300,y,healthy
43,threat,28,13,1548,n,healthy
43,threat,22,6,1328,y,healthy
43,threat,38,14,1880,n,healthy
43,threat,38,10,1473,y,healthy
43,threat,10,13,1354,n,healthy
43,threat,20,12,1730,y,healthy
43,threat,22,17,822,n,healthy
43,threat,36,17,710,n,healthy
43,threat,18,18,1135,y,healthy
43,threat,34,15,1478,y,healthy
43,threat,16,11,1226,n,healthy
43,threat,32,14,1017,y,healthy
43,threat,14,9,1309,y,healthy
43,threat,28,18,1590,n,healthy
43,threat,40,8,970,y,healthy
43,threat,32,19,1450,y,healthy
43,threat,14,15,1482,n,healthy
43,threat,34,18,1147,n,healthy
43,threat,24,16,1631,n,healthy
43,threat,24,5,1303,n,healthy
43,threat,12,17,1392,n,healthy
43,threat,20,18,1260,n,healthy
43,threat,16,5,1387,y,healthy
43,threat,20,7,1500,y,healthy
43,threat,22,15,1872,n,healthy
43,threat,12,20,1585,n,healthy
43,threat,36,16,1768,n,healthy
43,threat,40,17,1876,y,healthy
43,threat,14,13,1292,n,healthy
43,threat,12,9,1356,y,healthy
43,threat,38,5,1501,y,healthy
43,threat,10,9,1796,n,healthy
43,threat,20,5,1440,y,healthy
43,threat,38,13,1200,n,healthy
43,threat,36,7,1177,n,healthy
43,threat,30,11,1300,n,healthy
43,threat,18,15,1748,n,healthy
43,threat,18,14,1180,y,healthy
43,threat,20,14,1299,y,healthy
43,threat,18,12,863,n,healthy
43,threat,40,5,859,n,healthy
43,threat,18,11,818,n,healthy
43,threat,36,13,1067,y,healthy
43,threat,24,12,1079,y,healthy
43,threat,26,6,1000,y,healthy
43,threat,36,20,1004,n,healthy
43,threat,36,18,1067,n,healthy
43,threat,22,11,848,n,healthy
43,threat,40,19,1719,y,healthy
43,threat,34,12,1551,n,healthy
43,threat,36,12,867,y,healthy
43,threat,26,17,1161,n,healthy
43,threat,32,9,853,n,healthy
43,threat,28,20,734,n,healthy
43,threat,32,16,1452,y,healthy
43,threat,12,7,1797,y,healthy
43,threat,26,12,1137,n,healthy
43,threat,16,20,1041,n,healthy
43,threat,38,11,1681,y,healthy
43,threat,28,5,1348,y,healthy
43,threat,20,17,1336,n,healthy
43,threat,28,7,1029,y,healthy
43,threat,20,10,1212,y,healthy
43,threat,36,11,813,y,healthy
43,threat,18,8,1136,y,healthy
43,threat,34,7,1296,y,healthy
43,threat,26,19,1298,n,healthy
43,threat,10,8,1442,y,healthy
43,threat,40,18,1694,n,healthy
43,threat,24,15,974,y,healthy
43,threat,38,12,1605,y,healthy
43,threat,22,13,910,y,healthy
43,threat,24,14,1242,y,healthy
43,threat,10,7,1498,n,healthy
43,threat,16,15,1046,y,healthy
43,threat,34,9,1606,y,healthy
43,threat,22,14,1338,n,healthy
43,threat,34,14,1194,n,healthy
43,threat,34,8,1195,y,healthy
43,threat,32,6,1310,y,healthy
43,threat,34,13,957,n,healthy
43,threat,18,17,1499,n,healthy
43,threat,38,20,1764,y,healthy
43,threat,16,10,1392,y,healthy
43,threat,32,12,1291,y,healthy
43,threat,28,12,1564,y,healthy
43,threat,16,16,1348,y,healthy
43,threat,32,18,1175,n,healthy
43,threat,40,16,1416,y,healthy
43,threat,20,11,1532,y,healthy
43,threat,40,6,852,y,healthy
43,threat,14,10,1028,n,healthy
43,threat,28,15,1592,y,healthy
43,threat,28,8,1336,y,healthy
43,threat,22,9,1225,y,healthy
43,threat,40,20,1573,n,healthy
43,threat,30,12,1054,n,healthy
43,threat,22,7,1021,y,healthy
43,threat,26,8,1589,y,healthy
43,threat,38,8,825,y,healthy
43,threat,34,6,1538,y,healthy
43,threat,30,19,1150,n,healthy
43,threat,30,7,886,y,healthy
43,threat,30,8,906,n,healthy
43,threat,20,15,1155,n,healthy
43,threat,12,15,1674,n,healthy
43,threat,24,6,1022,y,healthy
43,threat,28,10,1183,n,healthy
43,threat,16,8,1030,y,healthy
44,safe,30,16,1778,y,healthy
44,safe,16,11,1502,n,healthy
44,safe,20,6,1157,y,healthy
44,safe,16,14,1030,n,healthy
44,safe,36,20,1750,n,healthy
44,safe,28,18,1850,y,healthy
44,safe,12,13,1322,n,healthy
44,safe,34,7,1142,y,healthy
44,safe,28,17,1639,y,healthy
44,safe,34,15,1790,y,healthy
44,safe,14,17,1303,n,healthy
44,safe,22,6,1135,y,healthy
44,safe,28,11,1331,y,healthy
44,safe,32,6,1132,y,healthy
44,safe,38,11,1602,y,healthy
44,safe,20,19,1086,n,healthy
44,safe,36,14,1692,y,healthy
44,safe,30,12,1104,y,healthy
44,safe,28,8,1328,y,healthy
44,safe,20,7,996,y,healthy
44,safe,30,17,1285,y,healthy
44,safe,26,5,1225,y,healthy
44,safe,30,6,1048,y,healthy
44,safe,24,8,1269,y,healthy
44,safe,34,14,1203,y,healthy
44,safe,26,18,1084,n,healthy
44,safe,12,17,1296,n,healthy
44,safe,20,14,1121,n,healthy
44,safe,14,9,1329,n,healthy
44,safe,14,14,925,n,healthy
44,safe,28,5,1405,y,healthy
44,safe,16,5,1134,y,healthy
44,safe,26,7,982,y,healthy
44,safe,16,7,898,y,healthy
44,safe,22,8,1011,y,healthy
44,safe,26,11,1138,y,healthy
44,safe,38,14,1566,y,healthy
44,safe,28,14,1334,n,healthy
44,safe,26,14,1358,n,healthy
44,safe,32,8,1374,y,healthy
44,safe,40,12,1055,y,healthy
44,safe,16,6,1563,y,healthy
44,safe,12,10,1202,n,healthy
44,safe,40,17,1319,y,healthy
44,safe,18,17,806,n,healthy
44,safe,40,5,1435,y,healthy
44,safe,26,19,1386,n,healthy
44,safe,30,19,1403,y,healthy
44,safe,14,8,1602,n,healthy
44,safe,34,8,1111,y,healthy
44,safe,24,11,1542,n,healthy
44,safe,14,13,1007,n,healthy
44,safe,28,6,1355,y,healthy
44,safe,34,18,1227,y,healthy
44,safe,16,17,975,n,healthy
44,safe,22,12,1519,n,healthy
44,safe,40,15,1099,y,healthy
44,safe,14,20,988,n,healthy
44,safe,18,16,1171,n,healthy
44,safe,36,12,1328,y,healthy
44,safe,34,6,1350,y,healthy
44,safe,40,19,1543,y,healthy
44,safe,30,14,1577,y,healthy
44,safe,22,18,1265,n,healthy
44,safe,14,12,1205,n,healthy
44,safe,14,7,1301,n,healthy
44,safe,10,12,1068,n,healthy
44,safe,36,11,1393,y,healthy
44,safe,22,14,1104,n,healthy
44,safe,24,17,1401,n,healthy
44,safe,10,19,1201,n,healthy
44,safe,40,18,1769,y,healthy
44,safe,32,5,1085,y,healthy
44,safe,28,16,1613,y,healthy
44,safe,12,18,1025,n,healthy
44,safe,26,20,1705,n,healthy
44,safe,34,16,1354,y,healthy
44,safe,34,11,1158,y,healthy
44,safe,26,17,1441,n,healthy
44,safe,26,10,1210,y,healthy
44,safe,26,12,1161,y,healthy
44,safe,32,19,1546,y,healthy
44,safe,32,17,1666,y,healthy
44,safe,28,15,1493,y,healthy
44,safe,26,8,1037,y,healthy
44,safe,18,14,1001,n,healthy
44,safe,34,17,1354,y,healthy
44,safe,10,7,1166,n,healthy
44,safe,32,7,1238,y,healthy
44,safe,12,20,958,n,healthy
44,safe,32,12,1293,n,healthy
44,safe,28,20,1753,n,healthy
44,safe,16,8,1210,n,healthy
44,safe,32,14,1266,y,healthy
44,safe,28,9,1646,y,healthy
44,safe,38,15,1133,y,healthy
44,safe,40,11,1374,y,healthy
44,safe,32,9,1114,y,healthy
44,safe,14,11,1083,n,healthy
44,safe,30,11,1682,y,healthy
44,safe,38,8,1191,y,healthy
44,safe,38,13,1079,y,healthy
44,safe,24,14,1390,n,healthy
44,safe,18,9,1282,n,healthy
44,safe,16,9,1066,n,healthy
44,safe,12,19,1331,n,healthy
44,safe,30,18,1471,y,healthy
44,safe,26,15,1711,n,healthy
44,safe,18,8,1311,n,healthy
44,safe,18,13,1003,n,healthy
44,safe,28,13,1724,n,healthy
44,safe,20,20,948,n,healthy
44,safe,24,15,1436,n,healthy
44,safe,12,14,880,n,healthy
44,safe,18,11,1152,n,healthy
44,safe,24,7,1464,y,healthy
44,safe,10,16,1028,n,healthy
44,safe,38,10,1724,y,healthy
44,safe,36,18,1233,y,healthy
44,safe,12,16,761,n,healthy
44,safe,12,8,1249,n,healthy
44,safe,10,14,836,n,healthy
44,safe,16,18,1508,n,healthy
44,safe,38,17,1285,y,healthy
44,safe,16,20,745,n,healthy
44,safe,10,15,1072,n,healthy
44,safe,32,20,1229,n,healthy
44,safe,12,9,985,n,healthy
44,safe,28,7,1602,y,healthy
44,safe,22,15,1194,n,healthy
44,safe,30,9,1146,y,healthy
44,safe,40,14,1255,y,healthy
44,safe,14,16,869,n,healthy
44,safe,20,18,910,n,healthy
44,safe,32,15,1458,y,healthy
44,safe,20,5,1387,n,healthy
44,safe,16,16,795,n,healthy
44,safe,16,15,951,n,healthy
44,safe,22,10,1239,n,healthy
44,safe,18,10,1436,n,healthy
44,safe,28,10,1594,y,healthy
44,safe,40,13,1175,y,healthy
44,safe,38,20,1540,y,healthy
44,safe,40,9,1205,y,healthy
44,safe,40,7,1216,y,healthy
44,safe,24,18,1224,n,healthy
44,safe,32,10,1132,y,healthy
44,safe,34,5,1181,y,healthy
44,safe,14,15,1052,n,healthy
44,safe,18,7,1657,n,healthy
44,safe,30,20,1344,n,healthy
44,safe,14,10,1080,n,healthy
44,safe,38,5,1108,y,healthy
44,safe,20,16,1269,n,healthy
44,safe,22,13,1757,n,healthy
44,safe,26,13,1157,n,healthy
44,safe,20,10,1349,n,healthy
44,safe,30,15,1473,n,healthy
44,safe,20,15,1548,n,healthy
44,safe,24,16,1213,n,healthy
44,safe,10,18,1289,n,healthy
44,safe,32,11,1170,y,healthy
44,safe,14,6,1200,n,healthy
44,safe,36,15,1209,y,healthy
44,safe,14,18,897,n,healthy
44,safe,22,7,1469,n,healthy
44,safe,18,15,1086,n,healthy
44,safe,10,6,1333,n,healthy
44,safe,30,10,1042,y,healthy
44,safe,24,9,1602,n,healthy
44,safe,10,17,1001,n,healthy
44,safe,36,13,1101,y,healthy
44,safe,26,6,1614,y,healthy
44,safe,16,19,874,n,healthy
44,safe,24,20,1208,n,healthy
44,safe,22,19,927,n,healthy
44,safe,20,17,907,n,healthy
44,safe,22,20,947,n,healthy
44,safe,10,20,1135,n,healthy
44,safe,30,7,1279,y,healthy
44,safe,10,5,1867,n,healthy
44,safe,12,12,843,n,healthy
44,safe,34,13,1036,y,healthy
44,safe,12,7,1266,n,healthy
44,safe,12,11,835,n,healthy
44,safe,36,8,999,y,healthy
44,safe,18,6,1495,y,healthy
44,safe,32,18,1280,y,healthy
44,safe,38,18,1916,y,healthy
44,safe,34,9,1269,y,healthy
44,safe,24,10,1525,n,healthy
44,safe,40,16,1181,y,healthy
44,safe,16,12,841,n,healthy
44,safe,36,19,1337,y,healthy
44,safe,22,11,1313,n,healthy
44,safe,36,7,1180,y,healthy
44,safe,34,19,1413,n,healthy
44,safe,38,7,1377,y,healthy
44,safe,28,19,1505,n,healthy
44,safe,26,16,1226,n,healthy
44,safe,24,5,1353,y,healthy
44,safe,24,12,1317,n,healthy
44,safe,34,12,1165,y,healthy
44,safe,30,8,1253,y,healthy
44,safe,36,17,1281,y,healthy
44,safe,18,12,866,n,healthy
44,safe,32,16,1670,y,healthy
44,safe,14,5,1627,n,healthy
44,safe,24,19,1258,n,healthy
44,safe,38,9,1231,y,healthy
44,safe,10,9,1447,n,healthy
44,safe,10,11,899,n,healthy
44,safe,18,19,875,n,healthy
44,safe,38,12,1155,y,healthy
44,safe,36,6,1130,y,healthy
44,safe,18,20,967,n,healthy
44,safe,20,11,1407,n,healthy
44,safe,24,6,1447,y,healthy
44,safe,36,16,1403,n,healthy
44,safe,32,13,1436,y,healthy
44,safe,36,9,1171,y,healthy
44,safe,16,13,1119,n,healthy
44,safe,40,8,1156,y,healthy
44,safe,22,17,941,n,healthy
44,safe,38,16,1036,y,healthy
44,safe,36,10,1356,y,healthy
44,safe,20,13,1408,n,healthy
44,safe,12,6,1112,n,healthy
44,safe,18,18,964,n,healthy
44,safe,40,6,1157,y,healthy
44,safe,18,5,1452,y,healthy
44,safe,40,10,1005,y,healthy
44,safe,26,9,1136,y,healthy
44,safe,22,5,1040,y,healthy
44,safe,22,16,1073,n,healthy
44,safe,38,6,1045,y,healthy
44,safe,10,10,845,n,healthy
44,safe,20,12,1309,n,healthy
44,safe,34,10,1221,y,healthy
44,safe,38,19,1698,n,healthy
44,safe,12,15,1226,n,healthy
44,safe,30,5,1418,y,healthy
44,safe,16,10,950,n,healthy
44,safe,12,5,1550,y,healthy
44,safe,22,9,1438,y,healthy
44,safe,40,20,1742,n,healthy
44,safe,14,19,1094,n,healthy
44,safe,10,13,1170,n,healthy
44,safe,20,9,1666,n,healthy
44,safe,24,13,1254,n,healthy
44,safe,28,12,1415,n,healthy
44,safe,30,13,1258,y,healthy
44,safe,20,8,1227,y,healthy
44,safe,36,5,1034,y,healthy
44,threat,18,13,1306,n,healthy
44,threat,38,19,1447,y,healthy
44,threat,16,12,1415,n,healthy
44,threat,38,8,1007,y,healthy
44,threat,12,12,930,n,healthy
44,threat,12,11,1131,n,healthy
44,threat,32,14,1483,y,healthy
44,threat,26,15,1399,y,healthy
44,threat,38,17,1575,y,healthy
44,threat,36,19,1452,y,healthy
44,threat,32,10,1324,y,healthy
44,threat,32,17,1427,y,healthy
44,threat,22,14,1676,n,healthy
44,threat,22,9,1403,n,healthy
44,threat,30,6,1048,y,healthy
44,threat,16,13,1055,n,healthy
44,threat,26,5,1384,y,healthy
44,threat,34,20,1525,y,healthy
44,threat,26,6,1317,y,healthy
44,threat,38,16,1413,y,healthy
44,threat,24,6,1353,y,healthy
44,threat,18,20,1113,n,healthy
44,threat,12,19,898,n,healthy
44,threat,24,7,1376,y,healthy
44,threat,38,10,1417,y,healthy
44,threat,12,5,1773,n,healthy
44,threat,14,16,853,n,healthy
44,threat,26,16,1249,n,healthy
44,threat,32,13,1186,y,healthy
44,threat,26,13,1201,y,healthy
44,threat,36,20,1397,n,healthy
44,threat,28,18,1453,n,healthy
44,threat,40,17,1215,y,healthy
44,threat,38,15,1255,y,healthy
44,threat,30,5,1167,y,healthy
44,threat,34,14,1707,y,healthy
44,threat,28,6,1499,y,healthy
44,threat,20,18,1019,n,healthy
44,threat,10,14,1080,n,healthy
44,threat,22,10,1511,y,healthy
44,threat,26,11,1563,y,healthy
44,threat,40,16,1394,y,healthy
44,threat,22,19,1046,n,healthy
44,threat,30,19,1198,n,healthy
44,threat,26,20,1302,n,healthy
44,threat,12,14,1146,n,healthy
44,threat,22,16,1146,n,healthy
44,threat,38,5,1155,y,healthy
44,threat,16,8,1267,n,healthy
44,threat,16,17,900,n,healthy
44,threat,30,15,1632,y,healthy
44,threat,28,10,1375,y,healthy
44,threat,12,16,844,n,healthy
44,threat,20,9,1475,n,healthy
44,threat,32,7,1147,y,healthy
44,threat,34,7,1127,y,healthy
44,threat,32,5,984,y,healthy
44,threat,14,12,1156,n,healthy
44,threat,16,11,1541,n,healthy
44,threat,34,17,1437,y,healthy
44,threat,20,13,1296,n,healthy
44,threat,22,12,1344,n,healthy
44,threat,14,8,1408,n,healthy
44,threat,28,14,1404,n,healthy
44,threat,10,16,1089,n,healthy
44,threat,24,11,1746,n,healthy
44,threat,24,16,1350,y,healthy
44,threat,22,11,1302,n,healthy
44,threat,20,19,866,n,healthy
44,threat,12,8,1290,n,healthy
44,threat,30,10,1258,y,healthy
44,threat,16,6,1517,y,healthy
44,threat,32,12,1861,y,healthy
44,threat,38,7,886,y,healthy
44,threat,12,13,853,n,healthy
44,threat,16,14,1222,n,healthy
44,threat,36,12,1274,y,healthy
44,threat,40,5,867,y,healthy
44,threat,28,20,1418,n,healthy
44,threat,20,11,1273,n,healthy
44,threat,36,15,1337,y,healthy
44,threat,38,13,1101,y,healthy
44,threat,40,18,1062,y,healthy
44,threat,34,10,973,y,healthy
44,threat,22,17,1081,n,healthy
44,threat,10,17,841,n,healthy
44,threat,18,11,1017,n,healthy
44,threat,18,10,1046,n,healthy
44,threat,40,8,1157,y,healthy
44,threat,40,20,1369,y,healthy
44,threat,18,6,1442,n,healthy
44,threat,18,14,1269,n,healthy
44,threat,36,5,1157,y,healthy
44,threat,14,11,1174,n,healthy
44,threat,40,6,1077,y,healthy
44,threat,24,17,1802,n,healthy
44,threat,38,9,1623,y,healthy
44,threat,18,12,951,n,healthy
44,threat,14,7,1091,n,healthy
44,threat,14,9,1428,n,healthy
44,threat,14,20,1076,n,healthy
44,threat,34,16,1336,y,healthy
44,threat,36,18,1862,y,healthy
44,threat,18,16,1239,n,healthy
44,threat,26,9,1251,y,healthy
44,threat,16,18,884,n,healthy
44,threat,16,16,836,n,healthy
44,threat,14,14,704,n,healthy
44,threat,30,9,1225,y,healthy
44,threat,12,7,1415,n,healthy
44,threat,36,8,1475,y,healthy
44,threat,20,6,1579,y,healthy
44,threat,26,10,1389,y,healthy
44,threat,20,20,948,n,healthy
44,threat,34,6,1013,y,healthy
44,threat,12,18,713,n,healthy
44,threat,40,14,1394,y,healthy
44,threat,30,11,1153,y,healthy
44,threat,38,20,1302,n,healthy
44,threat,34,19,1501,n,healthy
44,threat,22,5,1270,y,healthy
44,threat,30,14,1545,y,healthy
44,threat,18,5,1354,n,healthy
44,threat,10,5,1338,n,healthy
44,threat,30,18,1102,y,healthy
44,threat,36,7,1150,y,healthy
44,threat,32,15,1118,y,healthy
44,threat,32,18,1306,y,healthy
44,threat,36,10,1066,y,healthy
44,threat,10,20,947,n,healthy
44,threat,18,8,1535,n,healthy
44,threat,24,12,1375,n,healthy
44,threat,22,15,1191,n,healthy
44,threat,26,14,1363,n,healthy
44,threat,20,5,1667,y,healthy
44,threat,32,11,1083,y,healthy
44,threat,34,13,1203,y,healthy
44,threat,10,12,1015,n,healthy
44,threat,10,13,800,n,healthy
44,threat,32,16,1559,y,healthy
44,threat,34,8,1275,y,healthy
44,threat,36,14,1227,y,healthy
44,threat,18,15,1280,n,healthy
44,threat,28,8,1144,y,healthy
44,threat,38,18,1221,y,healthy
44,threat,24,9,1213,y,healthy
44,threat,12,9,1236,n,healthy
44,threat,30,8,1243,y,healthy
44,threat,36,16,1608,y,healthy
44,threat,28,12,1656,y,healthy
44,threat,24,15,1453,n,healthy
44,threat,22,8,1459,n,healthy
44,threat,16,7,1212,n,healthy
44,threat,40,19,1324,y,healthy
44,threat,32,8,1108,y,healthy
44,threat,26,8,1289,y,healthy
44,threat,22,20,1001,n,healthy
44,threat,32,20,1709,n,healthy
44,threat,34,12,1397,y,healthy
44,threat,34,15,1448,y,healthy
44,threat,38,11,1190,y,healthy
44,threat,34,11,1042,y,healthy
44,threat,28,7,1011,y,healthy
44,threat,32,6,1282,y,healthy
44,threat,18,17,854,n,healthy
44,threat,28,15,1645,y,healthy
44,threat,14,10,1038,n,healthy
44,threat,24,8,1722,y,healthy
44,threat,28,9,1034,y,healthy
44,threat,12,10,803,n,healthy
44,threat,26,12,1327,n,healthy
44,threat,28,13,1215,n,healthy
44,threat,24,13,894,n,healthy
44,threat,24,10,1394,y,healthy
44,threat,20,15,1083,n,healthy
44,threat,30,13,1107,y,healthy
44,threat,14,18,860,n,healthy
44,threat,40,9,1156,y,healthy
44,threat,26,17,1428,y,healthy
44,threat,10,15,985,n,healthy
44,threat,40,7,960,y,healthy
44,threat,36,17,1081,y,healthy
44,threat,14,5,1677,n,healthy
44,threat,28,19,1452,n,healthy
44,threat,18,9,1560,n,healthy
44,threat,36,6,1224,y,healthy
44,threat,40,13,1088,y,healthy
44,threat,28,11,1456,y,healthy
44,threat,20,17,1052,n,healthy
44,threat,12,15,1261,n,healthy
44,threat,30,7,1084,y,healthy
44,threat,20,16,848,n,healthy
44,threat,20,14,1234,n,healthy
44,threat,18,18,1018,n,healthy
44,threat,28,17,1113,n,healthy
44,threat,14,13,894,n,healthy
44,threat,10,11,1157,n,healthy
44,threat,12,20,1390,n,healthy
44,threat,22,7,1658,y,healthy
44,threat,40,11,1267,y,healthy
44,threat,20,7,1155,y,healthy
44,threat,14,19,875,n,healthy
44,threat,12,6,1466,n,healthy
44,threat,10,19,806,n,healthy
44,threat,16,10,870,n,healthy
44,threat,38,14,1063,y,healthy
44,threat,26,18,1251,n,healthy
44,threat,32,9,1083,y,healthy
44,threat,16,9,1372,n,healthy
44,threat,24,20,1040,n,healthy
44,threat,36,11,945,y,healthy
44,threat,14,6,1480,y,healthy
44,threat,26,19,881,n,healthy
44,threat,34,5,1167,y,healthy
44,threat,16,19,783,n,healthy
44,threat,28,16,1935,n,healthy
44,threat,14,15,743,n,healthy
44,threat,30,12,1131,y,healthy
44,threat,18,7,1436,y,healthy
44,threat,10,18,824,n,healthy
44,threat,20,8,1455,y,healthy
44,threat,36,9,1347,y,healthy
44,threat,10,10,899,n,healthy
44,threat,24,19,1123,n,healthy
44,threat,30,16,1576,n,healthy
44,threat,22,13,1100,n,healthy
44,threat,34,9,1213,y,healthy
44,threat,30,20,1317,n,healthy
44,threat,10,6,1361,n,healthy
44,threat,20,12,937,n,healthy
44,threat,24,14,1201,n,healthy
44,threat,38,12,1197,y,healthy
44,threat,30,17,1324,y,healthy
44,threat,10,7,1549,n,healthy
44,threat,10,8,1041,n,healthy
44,threat,16,15,922,n,healthy
44,threat,16,5,1513,y,healthy
44,threat,20,10,950,n,healthy
44,threat,26,7,1237,y,healthy
44,threat,32,19,1489,y,healthy
44,threat,14,17,1435,n,healthy
44,threat,34,18,1170,y,healthy
44,threat,40,10,1035,y,healthy
44,threat,24,5,1434,y,healthy
44,threat,18,19,934,n,healthy
44,threat,40,12,1199,y,healthy
44,threat,16,20,854,n,healthy
44,threat,24,18,1355,n,healthy
44,threat,10,9,1043,n,healthy
44,threat,22,6,1699,n,healthy
44,threat,40,15,1254,y,healthy
44,threat,12,17,927,n,healthy
44,threat,28,5,1135,y,healthy
44,threat,22,18,1187,n,healthy
44,threat,36,13,1043,y,healthy
44,threat,38,6,1104,y,healthy
45,safe,32,13,971,y,healthy
45,safe,26,17,810,y,healthy
45,safe,12,13,807,y,healthy
45,safe,10,7,783,y,healthy
45,safe,34,7,351,y,healthy
45,safe,22,11,515,y,healthy
45,safe,32,10,444,y,healthy
45,safe,40,14,355,y,healthy
45,safe,24,16,879,y,healthy
45,safe,26,20,935,y,healthy
45,safe,12,8,699,n,healthy
45,safe,32,17,1099,n,healthy
45,safe,16,6,1160,y,healthy
45,safe,30,9,1103,y,healthy
45,safe,14,17,656,n,healthy
45,safe,32,12,867,y,healthy
45,safe,24,11,689,y,healthy
45,safe,22,13,913,y,healthy
45,safe,20,13,1021,y,healthy
45,safe,24,13,820,y,healthy
45,safe,32,11,897,n,healthy
45,safe,20,14,1096,n,healthy
45,safe,40,8,817,y,healthy
45,safe,14,19,853,n,healthy
45,safe,12,14,701,n,healthy
45,safe,38,17,910,n,healthy
45,safe,34,18,828,y,healthy
45,safe,40,12,405,n,healthy
45,safe,14,15,873,y,healthy
45,safe,18,12,586,y,healthy
45,safe,26,15,398,n,healthy
45,safe,10,17,782,n,healthy
45,safe,18,7,999,y,healthy
45,safe,22,16,703,y,healthy
45,safe,40,7,587,y,healthy
45,safe,30,18,579,y,healthy
45,safe,26,10,515,y,healthy
45,safe,18,18,630,n,healthy
45,safe,36,8,559,y,healthy
45,safe,10,10,783,y,healthy
45,safe,40,17,515,n,healthy
45,safe,22,17,828,y,healthy
45,safe,26,11,651,y,healthy
45,safe,12,6,704,y,healthy
45,safe,22,18,920,y,healthy
45,safe,20,18,559,y,healthy
45,safe,24,9,1152,y,healthy
45,safe,40,20,967,n,healthy
45,safe,30,12,1154,y,healthy
45,safe,20,6,647,y,healthy
45,safe,16,13,975,n,healthy
45,safe,14,10,599,y,healthy
45,safe,34,16,419,y,healthy
45,safe,10,15,420,n,healthy
45,safe,10,16,340,y,healthy
45,safe,34,12,700,y,healthy
45,safe,10,13,407,n,healthy
45,safe,18,6,1048,y,healthy
45,safe,34,11,396,y,healthy
45,safe,20,11,924,y,healthy
45,safe,30,19,464,y,healthy
45,safe,28,18,840,n,healthy
45,safe,36,19,969,n,healthy
45,safe,14,9,844,n,healthy
45,safe,22,20,1113,n,healthy
45,safe,20,19,1185,n,healthy
45,safe,16,16,669,n,healthy
45,safe,34,9,918,y,healthy
45,safe,28,13,1153,y,healthy
45,safe,22,9,722,y,healthy
45,safe,40,10,810,y,healthy
45,safe,30,15,926,y,healthy
45,safe,18,9,741,y,healthy
45,safe,12,19,1030,n,healthy
45,safe,22,10,818,n,healthy
45,safe,28,16,938,n,healthy
45,safe,14,7,786,n,healthy
45,safe,10,20,770,n,healthy
45,safe,34,17,1159,n,healthy
45,safe,28,11,838,n,healthy
45,safe,16,14,1498,y,healthy
45,safe,26,6,822,y,healthy
45,safe,16,20,935,n,healthy
45,safe,28,7,643,y,healthy
45,safe,16,15,891,y,healthy
45,safe,12,20,1330,y,healthy
45,safe,34,8,671,y,healthy
45,safe,40,5,670,y,healthy
45,safe,32,8,767,y,healthy
45,safe,30,17,731,y,healthy
45,safe,38,14,819,y,healthy
45,safe,38,7,652,y,healthy
45,safe,14,12,1127,y,healthy
45,safe,14,8,799,y,healthy
45,safe,34,15,1175,y,healthy
45,safe,36,20,983,y,healthy
45,safe,28,6,804,y,healthy
45,safe,20,15,1043,y,healthy
45,safe,36,16,900,y,healthy
45,safe,14,6,856,y,healthy
45,safe,38,15,673,y,healthy
45,safe,36,14,801,y,healthy
45,safe,24,12,853,y,healthy
45,safe,16,17,1277,y,healthy
45,safe,36,18,876,y,healthy
45,safe,30,11,1224,y,healthy
45,safe,38,16,1113,y,healthy
45,safe,12,9,817,y,healthy
45,safe,40,13,841,y,healthy
45,safe,38,6,854,y,healthy
45,safe,10,6,1165,y,healthy
45,safe,22,15,621,y,healthy
45,safe,32,5,1518,y,healthy
45,safe,14,16,1359,n,healthy
45,safe,28,15,1055,y,healthy
45,safe,20,9,794,y,healthy
45,safe,26,5,786,y,healthy
45,safe,18,20,1183,n,healthy
45,safe,26,14,1334,n,healthy
45,safe,36,5,731,y,healthy
45,safe,36,9,723,y,healthy
45,safe,34,13,1195,y,healthy
45,safe,10,18,1227,n,healthy
45,safe,10,8,1311,y,healthy
45,safe,20,8,879,y,healthy
45,safe,36,12,1099,y,healthy
45,safe,40,19,1739,y,healthy
45,safe,10,9,923,y,healthy
45,safe,18,14,1059,n,healthy
45,safe,12,5,772,y,healthy
45,safe,32,16,1208,y,healthy
45,safe,16,10,1289,y,healthy
45,safe,28,19,1169,y,healthy
45,safe,12,17,1009,y,healthy
45,safe,24,5,972,y,healthy
