# participant_id, threatcond, gain_value, lose_value, time, Gamble?, group
39,threat,20,10,1553,y,healthy
39,threat,30,9,1133,y,healthy
39,threat,18,10,1660,y,healthy
39,threat,26,16,1712,n,healthy
39,threat,24,6,865,y,healthy
39,threat,28,17,1433,n,healthy
39,threat,24,10,1349,y,healthy
39,threat,30,6,1006,y,healthy
39,threat,40,8,1054,y,healthy
39,threat,10,6,1714,y,healthy
39,threat,16,5,1571,y,healthy
39,threat,14,11,1379,n,healthy
39,threat,28,8,1363,y,healthy
39,threat,40,6,1392,y,healthy
39,threat,36,13,1239,n,healthy
39,threat,28,9,1232,y,healthy
39,threat,14,17,1470,n,healthy
39,threat,38,19,1202,n,healthy
39,threat,16,16,1459,n,healthy
39,threat,18,19,1919,n,healthy
39,threat,28,13,1638,n,healthy
39,threat,14,9,1036,y,healthy
39,threat,18,5,765,y,healthy
39,threat,10,14,1540,y,healthy
39,threat,18,20,1408,n,healthy
39,threat,38,5,1192,y,healthy
39,threat,30,19,1464,n,healthy
39,threat,24,8,1185,y,healthy
39,threat,24,18,1309,n,healthy
39,threat,34,9,1166,y,healthy
39,threat,12,12,1909,y,healthy
39,threat,12,19,1449,n,healthy
39,threat,34,20,1984,n,healthy
39,threat,34,16,1417,y,healthy
39,threat,36,7,1773,y,healthy
39,threat,38,16,1317,y,healthy
39,threat,16,14,1199,y,healthy
39,threat,40,11,1523,y,healthy
39,threat,26,17,1899,y,healthy
39,threat,32,9,1506,y,healthy
39,threat,32,14,1358,y,healthy
39,threat,10,12,1814,n,healthy
39,threat,40,19,1207,y,healthy
39,threat,32,18,1247,y,healthy
39,threat,18,18,1475,n,healthy
39,threat,32,8,987,y,healthy
39,threat,18,11,1546,y,healthy
39,threat,20,9,1166,y,healthy
39,threat,22,6,1055,y,healthy
39,threat,22,12,583,y,healthy
39,threat,26,11,1408,y,healthy
39,threat,20,8,1092,y,healthy
39,threat,40,12,1316,y,healthy
39,threat,14,13,1388,n,healthy
39,threat,18,12,1268,y,healthy
39,threat,30,7,1032,y,healthy
39,threat,30,17,1495,y,healthy
39,threat,26,12,1187,y,healthy
39,threat,30,5,1316,y,healthy
39,threat,14,18,1424,n,healthy
39,threat,40,16,1720,y,healthy
39,threat,22,15,1732,y,healthy
39,threat,36,18,1172,y,healthy
39,threat,12,7,745,y,healthy
39,threat,14,20,1369,n,healthy
39,threat,10,11,1549,n,healthy
39,threat,12,15,1501,n,healthy
39,threat,26,7,1430,y,healthy
39,threat,36,9,1154,y,healthy
39,threat,16,11,1801,y,healthy
39,threat,32,13,1317,y,healthy
39,threat,16,8,1285,y,healthy
39,threat,40,18,1006,y,healthy
39,threat,22,20,1486,n,healthy
39,threat,32,16,1562,y,healthy
39,threat,28,12,1071,y,healthy
39,threat,28,11,1615,y,healthy
39,threat,28,19,1571,n,healthy
39,threat,22,18,1012,n,healthy
39,threat,10,16,1639,n,healthy
39,threat,24,16,1024,y,healthy
39,threat,40,9,1071,y,healthy
39,threat,20,6,1200,y,healthy
39,threat,10,7,1084,y,healthy
39,threat,40,14,1100,y,healthy
39,threat,14,8,1760,y,healthy
39,threat,10,8,1888,y,healthy
39,threat,36,14,1512,y,healthy
39,threat,12,9,1132,y,healthy
39,threat,34,15,1243,y,healthy
39,threat,26,18,1236,y,healthy
40,safe,30,9,829,y,healthy
40,safe,20,7,1069,y,healthy
40,safe,28,15,1334,y,healthy
40,safe,14,13,1626,y,healthy
40,safe,22,7,1307,y,healthy
40,safe,32,17,1265,y,healthy
40,safe,36,7,917,y,healthy
40,safe,24,9,1117,y,healthy
40,safe,30,12,897,y,healthy
40,safe,20,11,914,y,healthy
40,safe,28,6,790,y,healthy
40,safe,18,5,863,y,healthy
40,safe,36,13,886,y,healthy
40,safe,18,18,1367,n,healthy
40,safe,14,20,1550,n,healthy
40,safe,26,14,1210,y,healthy
40,safe,10,10,1223,n,healthy
40,safe,34,20,1315,y,healthy
40,safe,12,20,1355,n,healthy
40,safe,36,9,1092,y,healthy
40,safe,24,14,1144,n,healthy
40,safe,32,19,751,y,healthy
40,safe,40,9,764,y,healthy
40,safe,22,8,1107,y,healthy
40,safe,38,6,975,y,healthy
40,safe,26,7,696,y,healthy
40,safe,34,18,944,y,healthy
40,safe,16,7,788,y,healthy
40,safe,40,8,820,y,healthy
40,safe,28,12,964,y,healthy
40,safe,16,13,1388,y,healthy
40,safe,28,10,917,y,healthy
40,safe,10,14,1565,n,healthy
40,safe,32,16,1321,y,healthy
40,safe,18,20,969,n,healthy
40,safe,18,17,1205,n,healthy
40,safe,24,16,1125,y,healthy
40,safe,34,16,1398,y,healthy
40,safe,36,12,842,y,healthy
40,safe,32,13,1250,y,healthy
40,safe,28,8,1058,y,healthy
40,safe,36,17,1138,y,healthy
40,safe,36,18,918,y,healthy
40,safe,14,11,1502,n,healthy
40,safe,38,17,1538,y,healthy
40,safe,14,6,1083,y,healthy
40,safe,40,11,850,y,healthy
40,safe,36,10,1174,y,healthy
40,safe,20,9,1412,y,healthy
40,safe,12,7,1250,n,healthy
40,safe,36,11,958,y,healthy
40,safe,28,17,1151,y,healthy
40,safe,32,5,787,y,healthy
40,safe,22,20,1731,n,healthy
40,safe,38,5,1220,y,healthy
40,safe,40,13,1336,y,healthy
40,safe,38,13,1319,y,healthy
40,safe,18,8,1256,y,healthy
40,safe,40,14,856,y,healthy
40,safe,24,17,1443,y,healthy
40,safe,24,7,1476,y,healthy
40,safe,26,15,1128,y,healthy
40,safe,10,8,1560,n,healthy
40,safe,16,16,1264,n,healthy
40,safe,14,5,1361,y,healthy
40,safe,22,5,1042,y,healthy
40,safe,20,20,1281,n,healthy
40,safe,28,11,1002,y,healthy
40,safe,32,9,941,y,healthy
40,safe,22,9,1453,y,healthy
40,safe,34,5,1277,y,healthy
40,safe,22,18,1498,y,healthy
40,safe,22,16,1017,y,healthy
40,safe,16,20,1245,n,healthy
40,safe,24,19,1838,y,healthy
40,safe,12,8,1638,y,healthy
40,safe,38,8,1189,y,healthy
40,safe,32,11,1066,y,healthy
40,safe,32,12,1002,y,healthy
40,safe,30,17,1206,n,healthy
40,safe,40,7,942,y,healthy
40,safe,16,18,1499,n,healthy
40,safe,36,14,1058,y,healthy
40,safe,32,8,982,y,healthy
40,safe,14,15,967,n,healthy
40,safe,26,17,1486,y,healthy
40,safe,16,14,1598,y,healthy
40,safe,20,6,1267,y,healthy
40,safe,38,14,1002,y,healthy
40,safe,34,17,958,y,healthy
40,safe,38,7,894,y,healthy
40,safe,34,15,935,y,healthy
40,safe,10,9,1342,n,healthy
40,safe,30,11,1355,y,healthy
40,safe,30,7,1170,y,healthy
40,safe,30,13,1394,y,healthy
40,safe,24,20,1940,n,healthy
40,safe,34,19,1300,y,healthy
40,safe,40,19,1064,y,healthy
40,safe,28,13,1256,y,healthy
40,safe,38,10,1043,y,healthy
40,safe,36,19,995,y,healthy
40,safe,10,16,1756,n,healthy
40,safe,32,15,1329,y,healthy
40,safe,26,8,800,y,healthy
40,safe,20,19,1361,n,healthy
40,safe,24,5,1341,y,healthy
40,safe,20,17,1676,y,healthy
40,safe,28,7,1260,y,healthy
40,safe,32,10,1004,y,healthy
40,safe,22,17,1512,n,healthy
40,safe,38,12,984,y,healthy
40,safe,40,16,1140,y,healthy
40,safe,34,8,900,y,healthy
40,safe,40,17,648,y,healthy
40,safe,20,8,857,y,healthy
40,safe,20,5,836,y,healthy
40,safe,24,11,1068,y,healthy
40,safe,30,15,924,y,healthy
40,safe,22,11,1113,y,healthy
40,safe,32,7,945,y,healthy
40,safe,16,8,1209,y,healthy
40,safe,28,18,1141,y,healthy
40,safe,10,13,1341,n,healthy
40,safe,12,10,1461,n,healthy
40,safe,32,14,1516,y,healthy
40,safe,18,12,1720,y,healthy
40,safe,24,8,1585,y,healthy
40,safe,30,10,833,y,healthy
40,safe,32,6,765,y,healthy
40,safe,34,10,1029,y,healthy
40,safe,28,14,977,y,healthy
40,safe,14,14,1290,n,healthy
40,safe,12,13,1409,n,healthy
40,safe,24,13,1397,y,healthy
40,safe,30,20,1445,y,healthy
40,safe,20,14,1797,y,healthy
40,safe,36,8,1190,y,healthy
40,safe,40,15,1162,y,healthy
40,safe,26,20,1705,n,healthy
40,safe,14,10,1246,n,healthy
40,safe,34,12,1526,y,healthy
40,safe,16,5,879,y,healthy
40,safe,26,13,1507,y,healthy
40,safe,18,11,971,y,healthy
40,safe,20,18,1323,n,healthy
40,safe,26,6,1095,y,healthy
40,safe,24,6,1576,y,healthy
40,safe,14,12,1536,n,healthy
40,safe,34,7,1392,y,healthy
40,safe,16,12,1933,n,healthy
40,safe,40,5,1299,y,healthy
40,safe,18,16,1652,n,healthy
40,safe,38,18,1572,y,healthy
40,safe,40,12,1248,y,healthy
40,safe,36,5,1359,y,healthy
40,safe,16,17,1712,n,healthy
40,safe,30,18,1556,y,healthy
40,safe,18,9,1005,y,healthy
40,safe,40,6,814,y,healthy
40,safe,26,10,956,y,healthy
40,safe,16,11,1101,y,healthy
40,safe,18,10,1017,y,healthy
40,safe,20,15,810,y,healthy
40,safe,22,19,1190,n,healthy
40,safe,20,13,974,n,healthy
40,safe,34,13,1266,y,healthy
40,safe,18,19,1778,n,healthy
40,safe,38,15,1130,y,healthy
40,safe,40,20,1125,y,healthy
40,safe,32,20,1286,y,healthy
40,safe,40,18,1038,y,healthy
40,safe,10,6,1562,n,healthy
40,safe,10,18,1738,n,healthy
40,safe,20,16,1551,y,healthy
40,safe,10,19,1127,n,healthy
40,safe,38,9,1355,y,healthy
40,safe,18,6,1035,y,healthy
40,safe,30,6,1151,y,healthy
40,safe,12,6,1328,y,healthy
40,safe,22,15,1587,y,healthy
40,safe,14,17,1387,n,healthy
40,safe,34,6,1504,y,healthy
40,safe,12,15,1104,n,healthy
40,safe,30,14,1224,y,healthy
40,safe,24,18,904,y,healthy
40,safe,18,7,1004,y,healthy
40,safe,30,16,805,y,healthy
40,safe,12,5,901,y,healthy
40,safe,32,18,945,y,healthy
40,safe,12,14,937,n,healthy
40,safe,16,15,1093,n,healthy
40,safe,10,7,1109,n,healthy
40,safe,24,12,925,y,healthy
40,safe,28,19,902,y,healthy
40,safe,22,12,985,y,healthy
40,safe,30,19,1058,n,healthy
40,safe,14,18,1282,n,healthy
40,safe,12,11,1230,n,healthy
40,safe,26,11,1053,y,healthy
40,safe,14,8,1006,y,healthy
40,safe,26,5,1130,y,healthy
40,safe,12,12,1427,n,healthy
40,safe,14,16,1228,n,healthy
40,safe,34,14,1479,y,healthy
40,safe,36,16,991,y,healthy
40,safe,34,11,1135,y,healthy
40,safe,18,15,940,y,healthy
40,safe,26,16,1068,y,healthy
40,safe,14,9,1508,y,healthy
40,safe,22,10,884,y,healthy
40,safe,16,10,1496,y,healthy
40,safe,12,19,1184,n,healthy
40,safe,30,8,1239,y,healthy
40,safe,12,16,1060,n,healthy
40,safe,24,10,1003,y,healthy
40,safe,10,17,1528,n,healthy
40,safe,20,10,1304,y,healthy
40,safe,26,12,1096,y,healthy
40,safe,38,20,892,y,healthy
40,safe,28,16,717,y,healthy
40,safe,22,6,956,y,healthy
40,safe,40,10,784,y,healthy
40,safe,16,6,1344,y,healthy
40,safe,10,15,1132,n,healthy
40,safe,12,18,1444,n,healthy
40,safe,14,19,1924,n,healthy
40,safe,26,18,1385,y,healthy
40,safe,10,11,1400,n,healthy
40,safe,34,9,1516,y,healthy
40,safe,22,14,1796,y,healthy
40,safe,24,15,1540,y,healthy
40,safe,10,5,1350,y,healthy
40,safe,18,14,1426,n,healthy
40,safe,38,16,1451,y,healthy
40,safe,10,20,1863,n,healthy
40,safe,12,9,1317,n,healthy
40,safe,16,19,1790,n,healthy
40,safe,28,20,1786,y,healthy
40,safe,38,11,1243,y,healthy
40,safe,38,19,1962,y,healthy
40,safe,26,9,1103,y,healthy
40,safe,28,9,727,y,healthy
40,safe,30,5,664,y,healthy
40,safe,36,20,1054,y,healthy
40,safe,14,7,594,y,healthy
40,threat,30,5,799,y,healthy
40,threat,26,5,787,y,healthy
40,threat,28,14,1067,y,healthy
40,threat,40,10,811,y,healthy
40,threat,26,11,887,y,healthy
40,threat,22,5,855,y,healthy
40,threat,36,15,815,y,healthy
40,threat,26,19,894,y,healthy
40,threat,14,17,1179,n,healthy
40,threat,36,9,1242,y,healthy
40,threat,12,16,1158,n,healthy
40,threat,30,6,935,y,healthy
40,threat,24,11,911,y,healthy
40,threat,18,8,779,y,healthy
40,threat,32,7,884,y,healthy
40,threat,36,5,818,y,healthy
40,threat,16,5,948,y,healthy
40,threat,30,9,829,y,healthy
40,threat,10,10,884,n,healthy
40,threat,12,5,928,y,healthy
40,threat,28,11,1152,y,healthy
40,threat,16,16,876,n,healthy
40,threat,40,19,741,y,healthy
40,threat,30,19,905,y,healthy
40,threat,12,8,1265,y,healthy
40,threat,12,20,1136,n,healthy
40,threat,30,15,1493,y,healthy
40,threat,12,10,1493,n,healthy
40,threat,30,10,1085,y,healthy
40,threat,14,13,1773,n,healthy
40,threat,40,12,865,y,healthy
40,threat,12,13,1267,n,healthy
40,threat,34,7,1018,y,healthy
40,threat,32,19,1254,y,healthy
40,threat,30,13,1078,y,healthy
40,threat,22,14,822,y,healthy
40,threat,32,6,1014,y,healthy
40,threat,26,8,735,y,healthy
40,threat,36,6,667,y,healthy
40,threat,28,17,1252,y,healthy
40,threat,34,14,896,y,healthy
40,threat,10,9,1550,n,healthy
40,threat,16,18,1211,n,healthy
40,threat,34,16,1507,y,healthy
40,threat,36,19,1659,y,healthy
40,threat,40,5,783,y,healthy
40,threat,10,17,991,n,healthy
40,threat,36,12,989,y,healthy
40,threat,26,6,769,y,healthy
40,threat,36,16,768,y,healthy
40,threat,24,18,928,y,healthy
40,threat,36,7,1157,y,healthy
40,threat,10,12,1228,n,healthy
40,threat,14,16,920,n,healthy
40,threat,16,14,1928,n,healthy
40,threat,40,11,953,y,healthy
40,threat,12,11,1557,n,healthy
40,threat,14,11,1789,n,healthy
40,threat,20,10,1620,y,healthy
40,threat,32,10,1488,y,healthy
40,threat,24,15,1625,y,healthy
40,threat,14,8,1897,n,healthy
40,threat,18,7,1061,y,healthy
40,threat,32,20,1490,y,healthy
40,threat,40,20,1342,y,healthy
40,threat,38,11,1062,y,healthy
40,threat,40,9,1095,y,healthy
40,threat,30,17,1565,y,healthy
40,threat,10,15,1302,n,healthy
40,threat,18,11,1370,y,healthy
40,threat,22,7,1314,y,healthy
40,threat,26,13,1411,y,healthy
40,threat,30,12,1887,y,healthy
40,threat,34,18,1151,y,healthy
40,threat,26,16,991,y,healthy
40,threat,14,14,1646,n,healthy
40,threat,26,17,1567,y,healthy
40,threat,12,6,1162,y,healthy
40,threat,22,15,978,y,healthy
40,threat,30,14,1799,n,healthy
40,threat,34,8,1027,y,healthy
40,threat,20,7,842,y,healthy
40,threat,10,13,1190,n,healthy
40,threat,10,5,1270,y,healthy
40,threat,28,8,790,y,healthy
40,threat,20,13,1271,y,healthy
40,threat,36,20,1691,y,healthy
40,threat,14,6,1108,y,healthy
40,threat,36,10,752,y,healthy
40,threat,16,15,1407,n,healthy
40,threat,22,19,1367,n,healthy
